frequency_ghz,s11_db,sample_id,measurement_id,label,data_source
2.7975,-11.504455009984062,C01-S001,C01-S001-M01,Normal,SIMULATED
2.80125,-11.929912129289358,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8049999999999997,-11.514689285974681,C01-S001,C01-S001-M01,Normal,SIMULATED
2.80875,-11.43840894433819,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8125,-11.689115674935717,C01-S001,C01-S001-M01,Normal,SIMULATED
2.81625,-11.68854005449171,C01-S001,C01-S001-M01,Normal,SIMULATED
2.82,-11.677449049436637,C01-S001,C01-S001-M01,Normal,SIMULATED
2.82375,-12.01701764691846,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8274999999999997,-11.801466991677676,C01-S001,C01-S001-M01,Normal,SIMULATED
2.83125,-11.80185573365983,C01-S001,C01-S001-M01,Normal,SIMULATED
2.835,-11.639633751001274,C01-S001,C01-S001-M01,Normal,SIMULATED
2.83875,-11.452888120205115,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8425000000000002,-12.068180580563647,C01-S001,C01-S001-M01,Normal,SIMULATED
2.84625,-11.785480183010545,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8499999999999996,-11.30044652342874,C01-S001,C01-S001-M01,Normal,SIMULATED
2.85375,-11.964390176347486,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8575,-11.983923026527176,C01-S001,C01-S001-M01,Normal,SIMULATED
2.86125,-11.671975439174219,C01-S001,C01-S001-M01,Normal,SIMULATED
2.865,-11.474239325642644,C01-S001,C01-S001-M01,Normal,SIMULATED
2.86875,-11.718468489706307,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8725,-11.316991088920071,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8762499999999998,-11.451855427880762,C01-S001,C01-S001-M01,Normal,SIMULATED
2.88,-11.448985366404438,C01-S001,C01-S001-M01,Normal,SIMULATED
2.88375,-11.527351750706648,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8875,-10.986759893740489,C01-S001,C01-S001-M01,Normal,SIMULATED
2.89125,-11.737485609325756,C01-S001,C01-S001-M01,Normal,SIMULATED
2.895,-12.26728763734542,C01-S001,C01-S001-M01,Normal,SIMULATED
2.8987499999999997,-11.174663502937735,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9025,-11.782377964088436,C01-S001,C01-S001-M01,Normal,SIMULATED
2.90625,-11.601258197622176,C01-S001,C01-S001-M01,Normal,SIMULATED
2.91,-11.22874552874412,C01-S001,C01-S001-M01,Normal,SIMULATED
2.91375,-12.08972142105121,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9175,-11.97142701532617,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9212499999999997,-12.062675820948925,C01-S001,C01-S001-M01,Normal,SIMULATED
2.925,-11.806378768585382,C01-S001,C01-S001-M01,Normal,SIMULATED
2.92875,-11.421595422434734,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9325,-11.381100493861783,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9362500000000002,-11.43988734200343,C01-S001,C01-S001-M01,Normal,SIMULATED
2.94,-11.93057628539232,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9437499999999996,-12.18334193267038,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9475,-11.457181287732213,C01-S001,C01-S001-M01,Normal,SIMULATED
2.95125,-11.597834605884795,C01-S001,C01-S001-M01,Normal,SIMULATED
2.955,-11.300965548944564,C01-S001,C01-S001-M01,Normal,SIMULATED
2.95875,-11.210367923054585,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9625,-11.361376782395993,C01-S001,C01-S001-M01,Normal,SIMULATED
2.96625,-11.156457131421217,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9699999999999998,-11.297165170932324,C01-S001,C01-S001-M01,Normal,SIMULATED
2.97375,-11.188156193639443,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9775,-11.539672607408713,C01-S001,C01-S001-M01,Normal,SIMULATED
2.98125,-11.363130183402276,C01-S001,C01-S001-M01,Normal,SIMULATED
2.985,-11.231104786357587,C01-S001,C01-S001-M01,Normal,SIMULATED
2.98875,-11.024818692998663,C01-S001,C01-S001-M01,Normal,SIMULATED
2.9924999999999997,-11.369922340047589,C01-S001,C01-S001-M01,Normal,SIMULATED
2.99625,-11.076290303037046,C01-S001,C01-S001-M01,Normal,SIMULATED
3.0,-11.293285099309214,C01-S001,C01-S001-M01,Normal,SIMULATED
