frequency_ghz,s11_db,s21_db,sample_id,measurement_id,label,data_source
2.475,-12.210237804312182,-5.396654796572221,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.47875,-12.453109353178162,-4.888812431780198,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.4825,-12.380527063800674,-5.125779254338725,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.48625,-12.457095634517753,-5.611911969059661,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.49,-12.460721147668567,-4.80430800632359,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.49375,-12.665678594345884,-4.9238727898462695,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.4975,-12.343533117124807,-5.157439561853563,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5012499999999998,-12.457788009520145,-5.299337606601014,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.505,-11.79166681466717,-4.78023733578432,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.50875,-11.939563529240505,-4.894887097232388,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5125,-12.288746621311978,-4.405196095305156,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.51625,-12.627363453159214,-4.874875221073516,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.52,-12.727163422107335,-4.881801458140141,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5237499999999997,-12.0321660629244,-5.014489843353625,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5275,-12.30784876827638,-4.778439693967866,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.53125,-12.240902599188875,-4.824957388909197,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.535,-12.907702769456769,-4.675556324689677,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5387500000000003,-12.106575950108738,-5.102563583929685,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5425,-12.250037252550724,-5.083900198589705,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5462499999999997,-12.722084289186636,-5.096815168859571,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.55,-12.533983116970933,-4.794921849204096,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.55375,-12.317883592316536,-4.628420595748409,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5575,-12.386536900709801,-5.101868877318501,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5612500000000002,-12.4958918554311,-5.097769318743223,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.565,-12.445792910067679,-4.924831332665283,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5687499999999996,-12.497221348051033,-5.063829251507535,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5725,-12.382927095914152,-4.7811719732970195,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.57625,-11.994290379906337,-5.5550140925340274,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.58,-13.2125209742835,-5.217938548089884,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.58375,-12.519860359362813,-5.212178454592774,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5875,-12.401371598431375,-5.585984256575263,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.59125,-12.370021954626251,-5.264804756479604,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.5949999999999998,-12.573602418641013,-5.257235899858381,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.59875,-12.990713335751138,-5.089469821723518,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6025,-12.36519339581191,-4.777150392817076,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.60625,-11.943300528702276,-5.105507301122826,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.61,-12.917421901553276,-5.295826479501987,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.61375,-12.191584583146842,-5.063097308682049,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6174999999999997,-12.540385891361343,-4.79785088546134,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.62125,-12.448911774612487,-5.283322547306834,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.625,-12.732678462035068,-5.266294255095648,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.62875,-12.50111796257823,-4.911620783108171,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6325000000000003,-11.99253644000614,-5.096057195840631,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.63625,-12.187481744694557,-4.88407235613022,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6399999999999997,-11.820474578201022,-5.038767210749936,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.64375,-11.96322751884195,-4.862649738681984,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6475,-12.1596557416896,-5.274657484411134,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.65125,-11.742047877990148,-5.024065472572712,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6550000000000002,-12.106566457916836,-5.0664997306533355,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.65875,-11.96236576503643,-5.302464226962099,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6624999999999996,-12.27195644274455,-5.3806497765175125,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.66625,-12.135219005155534,-4.835743614053002,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.67,-12.336813444312543,-5.079691698583141,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.67375,-11.803530606899768,-5.236260668056296,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6775,-12.427319017991143,-5.00982680135063,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.68125,-11.813310087395118,-4.7122898039730154,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.685,-12.080300962984687,-5.527151876959753,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6887499999999998,-11.647839421232252,-5.336258872571497,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.6925,-11.751169697441593,-5.196410585142563,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.69625,-11.408632514115567,-4.62267112261645,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7,-11.715219603945224,-4.904567888786906,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.70375,-12.386952185304152,-4.787873156268871,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7075,-11.917593449153175,-5.245915087686361,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7112499999999997,-12.232559112038755,-5.241813977604761,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.715,-12.021162926557974,-4.867090754079555,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.71875,-11.39828491812473,-4.962598353661102,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7225,-11.647591078574822,-4.847464445606055,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7262500000000003,-12.036914639465842,-5.027318578702773,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.73,-12.120878390068444,-4.919153172960996,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7337499999999997,-11.797551255529166,-4.9520775120521385,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7375,-12.164019116061862,-4.807940818271303,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.74125,-11.993044958760306,-4.805933140583413,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.745,-11.69168003918841,-5.393795451462788,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7487500000000002,-11.433137181639568,-5.550151436164442,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7525,-11.592356574306748,-4.7765069516676935,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7562499999999996,-12.45837000464169,-4.738296675465127,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.76,-11.67635240494108,-5.274998821014517,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.76375,-11.743349968301677,-5.483349891292287,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7675,-11.638646423989384,-5.020370514453273,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.77125,-11.276297998917943,-4.828064689621883,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.775,-12.378912567669675,-4.627516180013939,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.77875,-11.93642492883708,-4.942615407056224,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7824999999999998,-11.581288455622651,-5.163411233740039,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.78625,-12.232761050441809,-5.296277517687875,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.79,-11.315420029418847,-5.086930113022398,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.79375,-11.647764637710047,-5.169251026827763,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.7975,-11.504455009984062,-5.3487619860632485,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.80125,-11.929912129289358,-4.621104770318232,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8049999999999997,-11.514689285974681,-4.691942405029824,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.80875,-11.43840894433819,-4.8551990184144636,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8125,-11.689115674935717,-5.356189748572728,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.81625,-11.68854005449171,-4.937159907665642,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.82,-11.677449049436637,-4.995854932445133,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.82375,-12.01701764691846,-5.049955817201207,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8274999999999997,-11.801466991677676,-4.862829381531504,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.83125,-11.80185573365983,-5.016604140262274,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.835,-11.639633751001274,-4.997578083359335,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.83875,-11.452888120205115,-5.02813975827305,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8425000000000002,-12.068180580563647,-5.104735094648336,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.84625,-11.785480183010545,-5.619817160229061,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8499999999999996,-11.30044652342874,-5.1765914516913805,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.85375,-11.964390176347486,-5.334729236274067,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8575,-11.983923026527176,-5.512649561677285,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.86125,-11.671975439174219,-4.805748706162203,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.865,-11.474239325642644,-4.797966878166334,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.86875,-11.718468489706307,-4.889890908891893,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8725,-11.316991088920071,-5.157661900747877,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8762499999999998,-11.451855427880762,-4.897198901670436,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.88,-11.448985366404438,-5.220515103230568,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.88375,-11.527351750706648,-5.1764163767740765,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8875,-10.986759893740489,-5.488820627290806,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.89125,-11.737485609325756,-5.132029469304069,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.895,-12.26728763734542,-5.2133561228798255,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.8987499999999997,-11.174663502937735,-5.54065063213115,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9025,-11.782377964088436,-5.240094508372632,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.90625,-11.601258197622176,-5.246367886259325,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.91,-11.22874552874412,-4.794882132541794,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.91375,-12.08972142105121,-5.010395071360891,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9175,-11.97142701532617,-5.220622320088803,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9212499999999997,-12.062675820948925,-5.161685815128558,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.925,-11.806378768585382,-5.208482022087264,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.92875,-11.421595422434734,-5.265174309730373,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9325,-11.381100493861783,-5.4733351694249786,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9362500000000002,-11.43988734200343,-5.246591397377085,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.94,-11.93057628539232,-5.385911195994459,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9437499999999996,-12.18334193267038,-5.503168940535574,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9475,-11.457181287732213,-5.076397845701527,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.95125,-11.597834605884795,-5.100953784865632,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.955,-11.300965548944564,-5.619218449175838,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.95875,-11.210367923054585,-5.215206837092472,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9625,-11.361376782395993,-4.941968613764772,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.96625,-11.156457131421217,-4.921736774483682,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9699999999999998,-11.297165170932324,-4.924621315249758,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.97375,-11.188156193639443,-5.1562323389461415,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9775,-11.539672607408713,-5.363029305071592,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.98125,-11.363130183402276,-5.414870874649659,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.985,-11.231104786357587,-5.066581056758199,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.98875,-11.024818692998663,-5.052721224915907,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.9924999999999997,-11.369922340047589,-4.8292312436591365,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
2.99625,-11.076290303037046,-4.868639035091066,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
3.0,-11.293285099309214,-5.158834792705319,C01-S001,C01-S001-M01,Unsupported Label,SIMULATED
