sample_id,measurement_id,label,data_source,s11_max_db,s11_min_db,s11_mean_db,s11_median_db,s11_std_db,s11_range_db,s11_slope,s11_auc,s11_max_frequency_ghz,s11_min_frequency_ghz,s11_strongest_prominence_db,s21_max_db,s21_min_db,s21_mean_db,s21_median_db,s21_std_db,s21_range_db,s21_slope,s21_auc,s21_max_frequency_ghz,s21_min_frequency_ghz,s21_strongest_prominence_db
C03-S002,C03-S002-M02,High Fracture Risk,SIMULATED,-9.987907979318342,-16.24173411028013,-11.922076197150353,-11.513166432464658,1.3883636941478492,6.253826130961789,0.3947489073698153,-17.88725657494401,1.77,2.175,6.189188951247729,-3.043934115779972,-7.719189208818609,-5.108805972687883,-5.235570213175274,0.9251095153626409,4.675255093038636,-1.1705000240930408,-7.665023686586988,1.52625,2.19375,2.9147780160004926
C03-S002,C03-S002-M03,High Fracture Risk,SIMULATED,-9.954528700990023,-15.95492950823533,-11.889623374817779,-11.492354828167093,1.376386570551449,6.000400807245306,0.4673910383286183,-17.83903821946713,2.775,2.17875,5.708962892274995,-3.299596537153676,-7.367670982063103,-5.107640889999342,-5.258496731268278,0.9069679055291193,4.068074444909428,-1.159020967941218,-7.6631695099466794,1.59375,2.19,2.6570250113017337
C03-S003,C03-S003-M01,High Fracture Risk,SIMULATED,-10.184927503175254,-16.3311326355799,-12.11583838967328,-11.683838087608235,1.3460875232110152,6.146205132404644,0.08551579806990905,-18.177612297434848,2.8987499999999997,2.25375,6.005727594797742,-3.1703663366920107,-7.772705883353688,-5.016091694486719,-5.138322819532904,0.947729449428005,4.602339546661677,-1.3297664677132102,-7.525680593441566,1.67625,2.25375,3.197429045561866
C03-S003,C03-S003-M02,High Fracture Risk,SIMULATED,-10.244997377602356,-16.567687157918353,-12.130830997443038,-11.694401598466795,1.344625357845538,6.322689780315997,0.1547059376749612,-18.199514241628684,2.9212499999999997,2.24625,6.0686520076816475,-3.213242049074877,-7.7692955684971965,-5.02416924518597,-5.153653902579186,0.9510116532348011,4.556053519422319,-1.3434318301770192,-7.537305544046541,1.66125,2.2275,3.2090095917834445
C03-S003,C03-S003-M03,High Fracture Risk,SIMULATED,-10.23322118484003,-16.8648354242152,-12.119400702681602,-11.713635817231847,1.3532710629133586,6.631614239375171,0.13586998131552055,-18.182110929316984,2.7824999999999998,2.2275,6.399513228925915,-3.095106679287061,-7.573927699823566,-5.003634944530296,-5.120042176186767,0.9436839185298546,4.478821020536504,-1.3046019828326159,-7.506792308141755,1.65,2.23125,2.824796284625541
C03-S004,C03-S004-M01,High Fracture Risk,SIMULATED,-9.338299469972647,-16.599818735264062,-11.602798474050097,-11.121542808829753,1.509370945930353,7.261519265291415,0.27632494724125434,-17.40885862465199,2.96625,2.2125,6.415208399612496,-3.0940545707965987,-7.856764010903279,-5.0760273133011475,-5.119063974393167,0.9735496907137462,4.762709440106681,-1.1860144588672628,-7.616792439223762,1.53375,2.2575,3.289377350816765
C03-S004,C03-S004-M02,High Fracture Risk,SIMULATED,-9.165376895635275,-16.64234392175876,-11.630565973243137,-11.217549933346108,1.502129024648387,7.476967026123484,0.43748114692844237,-17.45198833516525,2.9362500000000002,2.235,6.540780832190478,-2.9785099287437555,-7.920977795911919,-5.0476866432337975,-5.065214798247462,0.9923772949709273,4.942467867168164,-1.1741817734030122,-7.573055568041028,1.55625,2.21625,3.32929438453474
C03-S004,C03-S004-M03,High Fracture Risk,SIMULATED,-9.433686787847977,-16.97925991354355,-11.613372806462491,-11.190768950331035,1.5124278664558277,7.545573125695574,0.3783158573560006,-17.423702232722313,2.97375,2.22375,6.73056344097488,-3.174694942164562,-8.057498491344969,-5.061823324566132,-5.065963105340281,0.9573084317841973,4.882803549180407,-1.110598631943492,-7.595070355940537,1.56,2.20125,3.5367073914446587
C03-S005,C03-S005-M01,High Fracture Risk,SIMULATED,-10.371728927551402,-17.42225010131969,-12.664329194105544,-12.286147606810415,1.4068948278575042,7.0505211737682885,0.3113625754615846,-19.000526336466386,2.95125,2.2275,6.600298070834903,-3.019886926567567,-7.346778380950084,-4.895817882782024,-4.977496498230506,0.9413758285619338,4.326891454382517,-1.2224129980956735,-7.3463418396541345,1.5375,2.23125,2.943528643013373
C03-S005,C03-S005-M02,High Fracture Risk,SIMULATED,-10.751246326451332,-17.4073340484717,-12.66377599685945,-12.270343902467326,1.3995776556219515,6.656087722020368,0.37075578973637313,-18.999210829479708,2.7525,2.21625,6.407989611390583,-3.004918957346808,-7.297604734942767,-4.898180340451047,-5.033727250203056,0.9213794644065367,4.292685777595959,-1.1921361337553067,-7.349286094022815,1.6724999999999999,2.20875,2.7774620049796193
C03-S005,C03-S005-M03,High Fracture Risk,SIMULATED,-10.727555558158906,-17.2654240005458,-12.666687989170045,-12.300440273041295,1.385365799542564,6.537868442386893,0.34154671045251633,-19.00299885908023,2.9362500000000002,2.2199999999999998,6.461064643920571,-3.023737682768312,-7.341311506817799,-4.918998050867123,-5.070841491983861,0.9319792216912726,4.317573824049488,-1.2508649544668429,-7.378797986784649,1.5525,2.23875,2.8542258258748667
C03-S006,C03-S006-M01,High Fracture Risk,SIMULATED,-9.394653541160894,-16.6029105404246,-11.788754569601757,-11.377356894451259,1.5485547784175797,7.208256999263705,0.2904143558350132,-17.689137196884204,3.0,2.2275,6.561174409639589,-3.045250959848635,-7.996752283071185,-5.126643971557802,-5.152786445436631,1.0193617854633539,4.9515013232225495,-1.2647655950058627,-7.693274656058284,1.53375,2.2275,3.3232520771365044
C03-S006,C03-S006-M02,High Fracture Risk,SIMULATED,-9.443181231561917,-16.593039423082264,-11.792883407286567,-11.33139976059231,1.5575617879082682,7.149858191520346,0.26790392956331577,-17.69293355722909,2.94,2.23125,6.734328859400907,-3.0207432651223978,-7.674247237941956,-5.096427461015856,-5.169753814763203,0.987706440785643,4.653503972819559,-1.2332770234845214,-7.647467701996495,1.50375,2.22375,3.0653892764943906
C03-S006,C03-S006-M03,High Fracture Risk,SIMULATED,-9.269306293460755,-16.63257265075134,-11.800709717555518,-11.34350911960198,1.5744690907295007,7.363266357290584,0.2707030642248742,-17.70566937696398,2.9924999999999997,2.2125,6.446849613914559,-3.0929799517030467,-7.98654068485355,-5.1314984649489155,-5.1680326154036464,1.0218361756875634,4.893560733150503,-1.2398200534862645,-7.699779082598176,1.5825,2.2125,3.2739009776961936
C03-S007,C03-S007-M01,High Fracture Risk,SIMULATED,-10.306118826628271,-16.758319440047714,-12.183715827225004,-11.805743893383923,1.4156851449395684,6.452200613419443,0.24219689128856006,-18.279919964161408,2.74125,2.235,6.2848299581768625,-3.169232200443949,-7.5364828243983215,-5.0981602987585335,-5.198912046699638,0.9463313385993855,4.367250623954373,-1.2232136872039998,-7.648908728948426,1.51875,2.22375,2.735783157593051
C03-S007,C03-S007-M02,High Fracture Risk,SIMULATED,-10.248104403964698,-16.394851883094226,-12.207940543934466,-11.797165999485618,1.4378926766067113,6.1467474791295285,0.3730742570456602,-18.315925068161448,2.7975,2.2125,5.954395922017275,-3.3322181155198463,-7.55063908734801,-5.131654352762318,-5.215539365160814,0.9356349119040238,4.218420971828164,-1.1536982856897022,-7.699409128146938,1.6575,2.1825,3.1335706970132913
C03-S007,C03-S007-M03,High Fracture Risk,SIMULATED,-10.23429378322898,-16.601403341967163,-12.205646460626848,-11.824008940658839,1.4268678467764573,6.367109558738184,0.2565392030826051,-18.31223231290941,2.85375,2.19375,6.029499427946302,-3.169823080682927,-7.750081870759472,-5.136754116609429,-5.258061051473963,0.9564555202008895,4.580258790076545,-1.2636209706130699,-7.707491138820272,1.7325,2.2199999999999998,3.0829880342463634
C03-S008,C03-S008-M01,High Fracture Risk,SIMULATED,-10.31709118965899,-16.824873008948895,-12.379842405019092,-11.903573799647116,1.5417148440553554,6.507781819289905,-0.08046555018068417,-18.574973707485945,3.0,2.295,6.385650850764945,-2.988325966377681,-7.860105670908233,-5.195004856240252,-5.28364931937426,1.0522035661506555,4.871779704530551,-1.4316957608912582,-7.795734325996965,1.57125,2.2725,3.1175859073623045
C03-S008,C03-S008-M02,High Fracture Risk,SIMULATED,-9.882654089142322,-16.910866838350543,-12.373346193551997,-11.885060227681219,1.5199256629291473,7.028212749208221,-0.12909898900251002,-18.563631755932526,2.955,2.2875,6.480773102214368,-3.1624456867194137,-7.783651888849661,-5.193241941156699,-5.297798940746331,1.0546824514230315,4.621206202130248,-1.4503070120449437,-7.792400433491299,1.57125,2.295,2.90549534587495
C03-S008,C03-S008-M03,High Fracture Risk,SIMULATED,-10.321152780265143,-16.929129076329556,-12.359342390366342,-11.87559845962008,1.5134950174470525,6.607976296064413,-0.13871850661895482,-18.54463377614925,2.9924999999999997,2.28375,6.580511531985744,-2.892555995911617,-7.749056782980403,-5.205924498058057,-5.28570800964491,1.0560354583118705,4.856500787068786,-1.454718673298276,-7.811662565542039,1.635,2.2725,3.02341533992883
C03-S009,C03-S009-M01,High Fracture Risk,SIMULATED,-9.267054151361732,-15.708863239949519,-11.103515316756152,-10.745260519724335,1.373546566493253,6.441809088587787,0.22947440507821754,-16.65847642261742,2.865,2.24625,6.131539438588696,-3.4005149845835265,-7.917346001084883,-5.311647539649706,-5.4414863427816424,0.9738471290740691,4.5168310165013565,-1.2810020135481512,-7.969055253611194,1.58625,2.2575,3.1542344733712016
C03-S009,C03-S009-M02,High Fracture Risk,SIMULATED,-9.132413360749048,-15.394251032395685,-11.146990429560711,-10.821176121917848,1.3734971505218867,6.261837671646637,0.3115531611157938,-16.72460611673819,2.985,2.23125,5.9323678164646,-3.3408442565595533,-7.748538468334989,-5.331592917839291,-5.487727631659456,0.940133398752448,4.407694211775436,-1.2630652814267826,-7.998575395973929,1.64625,2.22375,2.9025887000565014
C03-S009,C03-S009-M03,High Fracture Risk,SIMULATED,-9.17527016863613,-15.34449311519832,-11.141778252873586,-10.757261428491395,1.3952503500254174,6.16922294656219,0.2675040706937525,-16.71647413657091,2.9325,2.2199999999999998,5.9679705044299745,-3.399130231514645,-7.798951075103829,-5.325944888338453,-5.445090569923629,0.9298170636703383,4.3998208435891835,-1.230081596705671,-7.989894785775387,1.74375,2.25,2.9064287051239033
C03-S010,C03-S010-M01,High Fracture Risk,SIMULATED,-8.737554202379464,-15.645848241647162,-11.125389228570997,-10.651278423243367,1.4658406746224726,6.908294039267698,-0.037040809278828545,-16.69337233984014,1.68375,2.2725,6.570923381808873,-3.4505327100393606,-8.024175957857766,-5.420184970726734,-5.527855021748575,1.017593845851521,4.5736432478184055,-1.3901451626449863,-8.132422820352694,1.6875,2.28375,2.8938183599072413
C03-S010,C03-S010-M02,High Fracture Risk,SIMULATED,-9.236083047726403,-15.68432834484717,-11.148574671520068,-10.68640450992307,1.4672541520312934,6.448245297120767,0.16280807240938067,-16.727168368275002,2.98125,2.26125,6.306813948636478,-3.29917483058092,-7.812133771684902,-5.418517073748188,-5.5074931326749175,1.0066620116569511,4.512958941103982,-1.3349273001620634,-8.130122333924007,1.665,2.25,2.863646634014274
C03-S010,C03-S010-M03,High Fracture Risk,SIMULATED,-9.169349555695055,-15.490282520513476,-11.134034291617462,-10.65374546773313,1.4363500321911344,6.320932964818422,0.08181276078520998,-16.706250602250392,2.90625,2.25375,6.139169601786376,-3.448798920918864,-8.061767561618138,-5.4300226497982385,-5.480166029277784,1.0053111987751664,4.6129686406992745,-1.3545066017377658,-8.147821687310703,1.50375,2.26875,2.9887834103061657
