frequency_ghz,s11_db,s21_db,sample_id,measurement_id,label,data_source,preprocessing_operations
1.5,-12.656266967055116,-3.575324214579748,C01-S001,C01-S001-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
1.9875,-12.805356597293882,-4.615875345359698,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
1.99125,-12.63941979500799,-4.908741249480443,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
1.995,-12.763260081840999,-4.418512044129461,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
1.99875,-12.505950944439759,-4.487058792992794,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0025,-12.255417003429537,-4.40042211157914,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.00625,-13.127154384291442,-4.684348035080309,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.01,-13.095358107545847,-5.039213327823194,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.01375,-12.272294198942346,-4.524014753285114,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0175,-12.52737723532088,-4.672289508264888,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.02125,-12.856037957723863,-4.354969021136876,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.025,-12.299087654580978,-4.701933331860529,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.02875,-13.255930081541713,-4.7406567451900266,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0324999999999998,-12.60464932919681,-4.651661783973813,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.03625,-12.944626680841358,-4.918352699502521,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.04,-12.785053979361843,-4.954523524786935,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.04375,-13.728916839080869,-4.849191001359939,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0475,-13.139801302533186,-5.074090803012026,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.05125,-12.892607023641135,-4.93725324361455,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0549999999999997,-13.188105707156222,-4.44751878904598,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.05875,-12.851544768449418,-4.695273950427932,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0625,-12.924339330201867,-4.905897323886157,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.06625,-13.645054709314305,-4.64364394323888,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.07,-13.180870990931425,-5.252204028630827,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.07375,-13.80052527800511,-4.496719192043672,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0775,-13.565319422875518,-5.2471902549577765,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.08125,-13.467649931361876,-4.700067133482548,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.085,-14.002184169139271,-4.747494515182197,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.08875,-13.606701754151345,-5.696522814169024,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.0925000000000002,-14.089491485258389,-4.974000494282257,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.09625,-14.210900457495352,-5.446448409208015,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1,-13.92688922033699,-5.568532504233781,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.10375,-14.494839335964008,-5.361718230749303,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1075,-14.617699090662018,-5.786186994863758,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.11125,-14.148684681218997,-5.481390795411218,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.115,-14.538841104584652,-5.885787774051695,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.11875,-15.118089468252096,-5.675719663341684,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1225,-14.534613558397362,-5.455531320338639,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1262499999999998,-15.02055375568425,-5.7400513491398675,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.13,-15.42325111484589,-5.9743229406968865,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.13375,-15.853417744410768,-5.810867221863382,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1375,-14.922708805125444,-6.328153489561482,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.14125,-15.536357665495203,-6.237947598206575,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.145,-15.726850633954422,-6.1814201087955,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1487499999999997,-15.226457037422579,-5.925673797851793,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1525,-15.229115627419464,-6.0476965887511245,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.15625,-15.746466342299723,-6.04089588412359,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.16,-15.262079294127041,-6.1934157499599065,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.16375,-14.9304154975601,-6.386474471432782,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1675,-15.13909889557402,-5.8435143230107975,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.17125,-15.167243442674703,-6.3643322087599685,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.175,-15.397394826158177,-6.085536280022526,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.17875,-15.578092561233584,-6.195621501570084,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1825,-15.40228256767814,-6.010027654005096,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1862500000000002,-15.182176658019547,-6.261271224173245,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.19,-15.61019359746704,-5.829141185204832,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.19375,-15.373383376272162,-5.712545086243585,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.1975,-15.473098705596252,-5.763407262119721,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.20125,-14.870494291417538,-5.91866238061345,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.205,-14.807940965473431,-6.0139761482836995,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.20875,-14.917391412780177,-5.183853867381876,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2125,-14.362348142437648,-6.049951150858345,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.21625,-14.808155826588573,-5.5510181897155535,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2199999999999998,-14.588391270718516,-5.633448839138689,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.22375,-14.035226762814188,-5.679815252367778,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2275,-13.880717942748259,-5.572907892585411,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.23125,-14.290717464881034,-5.69369366653181,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.235,-13.878185618818515,-5.424240747022556,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.23875,-14.080792796425126,-5.407973618926981,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2424999999999997,-13.80955001158078,-4.800576854684429,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.24625,-13.614443975768303,-5.147439540965591,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.25,-13.400910264749408,-5.243928566750381,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.25375,-13.389419016249079,-5.195017677079299,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2575,-13.32265587521325,-4.859182927006782,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.26125,-13.652288049900518,-5.503182195626108,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.265,-13.14053415927757,-5.285792356950227,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.26875,-13.0240203315823,-5.6733021931588095,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2725,-12.918903516905175,-5.057066994791215,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.27625,-13.281464865363118,-4.9650536645862315,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2800000000000002,-12.734586392453094,-5.386782006058123,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.28375,-13.351552821280226,-4.784338309950734,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.2875,-13.036048362359159,-5.283819347267006,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.29125,-12.943009900581632,-5.177535072263931,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.295,-13.195588625405849,-5.052137914126972,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.29875,-12.863382220163272,-4.685067042619568,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3025,-12.671652147123845,-5.261745691829085,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.30625,-13.250216765449801,-4.975162458878031,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.31,-12.787582487319623,-4.8494817932577,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3137499999999998,-13.162535189140913,-4.890409095458955,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3175,-11.996391563750041,-4.873885894695601,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.32125,-12.517800445560155,-4.829629392641382,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.325,-12.518212835851406,-5.13952621443406,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.32875,-12.462341518482393,-4.596056871760224,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3325,-12.328072391962154,-5.023194071812439,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3362499999999997,-12.194791394964561,-5.051036973462117,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.34,-12.937344710208,-4.665620581634003,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.34375,-12.056390539754288,-5.137410306683764,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3475,-12.057885242172489,-4.906664459842899,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.35125,-12.434654492593053,-5.154852020591189,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.355,-12.434326121639733,-4.374932135252944,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.35875,-13.31424834146122,-4.42394107536434,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3625,-12.74200735715344,-5.003196507731225,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.36625,-12.199149542137512,-4.850905971683127,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.37,-11.981150142469705,-4.9735333865195654,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.37375,-12.109689554728295,-5.05769824439764,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3775,-12.338477049183826,-4.944688557430722,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.38125,-11.725786620574574,-4.982594809985352,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.385,-11.99009781362055,-5.337319949709981,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.38875,-12.398173439904127,-4.9087792347653325,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.3925,-11.614001765666817,-4.981615119569657,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.39625,-12.586294922933146,-4.896093185562305,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4,-12.687977299369154,-4.98916232248515,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.40375,-12.36188269472244,-5.05654264642851,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4074999999999998,-12.452393267039007,-4.759540614824519,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.41125,-12.323638219908998,-4.840969770050443,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.415,-11.964183629831092,-4.6332114582793364,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.41875,-12.203342612917863,-4.848800952082028,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4225,-12.18525664375049,-5.0141642306825975,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.42625,-12.154822059407536,-4.817844847327378,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4299999999999997,-12.855945918059039,-5.440275935038183,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.43375,-12.606697652272485,-4.459036648628391,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4375,-12.257683816873929,-4.896995804753767,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.44125,-12.385053539724362,-4.437447476161001,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.445,-12.191926435064557,-5.169180456751014,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.44875,-11.691518485243352,-5.227554205297293,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4525,-12.125634157177986,-4.870273630665562,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.45625,-12.490694725953919,-4.869805580721799,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.46,-12.322951972651005,-4.874376386249774,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.46375,-11.563092924390935,-4.909715391215703,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4675,-11.608062820582045,-5.103855512117684,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.47125,-11.880933026482467,-5.308440810031983,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.475,-12.520706902227204,-4.882921978835669,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.47875,-11.952609251947715,-5.257718991171334,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4825,-11.922697614195974,-5.279515708091534,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.48625,-12.023813499160346,-5.039664761837279,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.49,-12.196706932008624,-4.844399309779985,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.49375,-12.129327030285438,-4.470329121061756,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.4975,-12.207938953009162,-4.712216778399931,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.5012499999999998,-12.355731837318178,-4.603352381079342,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.505,-11.599340972152126,-4.79079294985565,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.50875,-11.742154928543156,-4.860258383290547,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.5125,-12.090861740583826,-4.34785104185359,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.51625,-11.899118692727741,-5.267989258856733,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.52,-11.88813400513852,-5.051285723736201,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.5237499999999997,-11.303354082725109,-5.034518241023645,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.5275,-11.746537240206916,-4.7419554904286505,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.53125,-11.760879845512036,-5.194026291386478,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
2.535,-12.003821428067347,-4.778986396181844,C01-S009,C01-S009-M01,Normal,SIMULATED,เรียงข้อมูลตาม measurement_id และ frequency_ghz; ไม่ได้ใช้ smoothing
